Nazwa pytania,Numer pytania,Pytanie,Odpowiedź A,Odpowiedź B,Odpowiedź C,Poprawna odp,Media,Zakres struktury,Liczba punktów,Kategorie,Nazwa bloku,Źródło pytania,O co chcemy zapytać,Jaki ma związek z bezpieczeństwem,Status,Podmiot
P1(24),4002,Czy widoczna z prawej strony linia ciągła zezwala na wjechanie na torowisko innego pojazdu?,,,,N,130TRAM3org_po_korekcie.jpg,PODSTAWOWY,1,PT,P1,"§ 86 ust. 8 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz. U. Nr 170, poz.1393, z późn. zm.)",poziome oznakowanie jezdni,"znaki poziome stanowią ważny element bezpieczeństwa ruchu, uzupełniający znaki pionowe  i sygnalizację świetlną",Gotowe ostatecznie,PWPW
P10(6),4003,"Czy omijając pojazd do nauki jazdy, masz obowiązek zachować szczególną ostrożność?",,,,T,032TRAM3po korekcie.jpg,PODSTAWOWY,2,PT,P10,art. 55 ust. 3 ustawy z 20 czerwca 1997 roku Prawo o ruchu drogowym (Dz. U. z 2012 r. poz. 1137 ze zm.),znajomość zasad zachowania się na drodze,"Pomimo tego, że omijanie się tramwajów jest związane z kilkoma poważnymi zagrożeniami, ustawa w zakresie wymijania się pojazdów nie nakłada na kierującego pojazdem obowiązku zachowania szczególnej ostrożności.",Gotowe ostatecznie,PWPW
P5(18),4004,Czy wjeżdżając na tak oznakowane skrzyżowanie masz obowiązek ustąpić pierwszeństwa pojazdom znajdującym się na nim?,,,,T,007TRAM1org.jpg,PODSTAWOWY,3,PT,P5,"§ 5 ust. 5 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz. U. Nr 170, poz.1393, z późn. zm.)",znajomość znaków drogowych,bezpieczeństwo w ruchu drogowym,Gotowe ostatecznie,PWPW
P17(8),4006,"Czy podczas kierowania tramwajem masz prawo rozmawiać przez telefon komórkowy, wymagający trzymania słuchawki lub mikrofonu w ręku?",,,,N,,PODSTAWOWY,3,PT,P17,"Art. 45 ust. 2 pkt 1 ustawy z dnia 20 czerwca 1997 r. Prawo o ruchu drogowym (Dz. U. z 2012 r. poz. 1137, z późn. zm.)",używanie telefonu komórkowego w czasie prowadzenia tramwaju,rozmowa przez telefon komórkowy znacznie rozprasza uwagę kierującego pojazdem,Gotowe ostatecznie,PWPW
P12(14),4007,"Czy w tej sytuacji, przejeżdżając obok przystanku tramwajowego, masz obowiązek zachować szczególną ostrożność?",,,,T,133TRAM3Porg3po korekcie.jpg,PODSTAWOWY,3,PT,P12,"Art. 26 ust. 6 ustawy z dnia 20 czerwca 1997 r. Prawo o ruchu drogowym (Dz. U. z 2012 r. poz. 1137, z późn. zm.)",zachowanie na przystankach,miejsca przystanków bez wyznaczonej wysepki są szczególnie niebezpieczne,Gotowe ostatecznie,PWPW
P7(8),4008,Czy uniesiona ręka policjanta oznacza mającą nastąpić zmianę nadawanego sygnału?,,,,T,POL_059org.jpg,PODSTAWOWY,3,PT,P7,Rozp. MI w spr. znaków i sygnałów Dz.U.2002.170.1393 § 108,Znajomość sygnałów dawanych przez kierującego.,Umiejętność zrozumienia sygnałów dawanych przez kierującego ruchem oraz adekwatne stosowanie się do nich jest bardzo istotne dla bezpieczeństwa ruchu.,Gotowe ostatecznie,PWPW
PD5(1),4009,Jak się zachowasz wjeżdżając na skrzyżowanie równorzędne?,Patrzę tylko na wprost.,Obserwuję całe skrzyżowanie i jego otoczenie.,Patrzę tylko na prawo.,B,,SPECJALISTYCZNY,3,PT,PD5,ogólne zasady bezpieczeństwa,"Obszary, na które motorniczy powinien zwracać uwagę motorniczy","Obszar obserwowany przez motorniczego ma ograniczenia, istotne jest na co zwraca uwagę",Gotowe ostatecznie,PWPW
P14(9),4010,"Czy w tak oznakowanym miejscu masz obowiązek być przygotowanym, że na przejeździe pojawi się osoba jadąca rowerem?",,,,T,117TRAM3org.jpg,PODSTAWOWY,3,PT,P14,Rozp. MI w spr. znaków i sygnałów Dz.U.2002.170.1393 § 47 ust 3,znajomość znaków drogowych,nieznajomość znaczenia znaków drogowych lub nieprawidłowe zachowanie się może być przyczyną nieporozumień między kierującymi i potencjalnie niebezpiecznych sytuacji,Gotowe ostatecznie,PWPW
P5(19),4011,Czy wjeżdżając na tak oznakowane skrzyżowanie masz pierwszeństwo przejazdu przed innymi pojazdami?,,,,N,007TRAM1org.jpg,PODSTAWOWY,3,PT,P5,"§ 5 ust. 5 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz. U. Nr 170, poz.1393, z późn. zm.)",znajomość znaków drogowych,bezpieczeństwo w ruchu drogowym,Gotowe ostatecznie,PWPW
P1(30),4012,"Czy ten znak ostrzegawczy, oznacza pierwszeństwo przejazdu dla tramwajów?",,,,N,001TRAM1org.jpg,PODSTAWOWY,1,PT,P1,"§ 10 ust. 3 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz. U. Nr 170, poz.1393, z późn. zm.)",znajomość znaków drogowych,Znajomość znaków pionowych oraz poziomych przez motorniczego bezpośrednio przekłada się na bezpieczeństwo pasażerów.,Gotowe ostatecznie,PWPW
PD6(1),4013,Z jakiego powodu motorniczy powinien zwolnić przejeżdżając przez miejsce z obniżoną siecią trakcyjną np. pod wiaduktem?,"Ponieważ szybki przejazd przez takie miejsce powoduje echo, które może przeszkadzać mieszkańcom okolicznych domów.",Ponieważ szybki przejazd przez takie miejsce może uszkodzić odbierak prądu oraz trakcję.,Ponieważ będzie utrudnione hamowanie pojazdu.,B,,SPECJALISTYCZNY,2,PT,PD6,prawidłowa technika prowadzenia tramwaju,technika kierowania pojazdem,właściwa technika kierowania przekłada się na bezpieczne zachowanie w ruchu miejskim,Gotowe ostatecznie,PWPW
P1(33),4014,Czy ten znak ostrzegawczy dotyczy kierującego tramwajem?,,,,T,255TRAM3org.jpg,PODSTAWOWY,1,PT,P1,"§ 2 ust. 4, § 3 ust. 1 i § 11 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz. U. Nr 170, poz.1393, z późn. zm.)",znajomość znaków drogowych,"nieznajomość znaków drogowych wpływa na niestosowanie się do nich, a to w konsekwencji może być przyczyną wypadku",Gotowe ostatecznie,PWPW
P1(34),4015,"Czy te znak,i zawsze zobowiązują kierującego tramwajem do zatrzymania, w celu ustąpienia pierwszeństwa?",,,,N,005TRAM3org.mp4,PODSTAWOWY,1,PT,P1,"Art. 25 ust. 1 i 2 ustawy z dnia 20 czerwca 1997 r. Prawo o ruchu drogowym (Dz. U. z 2012 r. poz. 1137, z późn. zm.) w związku z § 5 ust. 5, § 89 ust. 2 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz. U. Nr 170, poz.1393, z późn. zm.)",znajomość znaków drogowych,"Nieznajomość znaków drogowych wpływa na niestosowanie się do nich, a to w konsekwencji może być przyczyną wypadku. Dotyczy to zwłaszcza znaków określających pierwszeństwo przejazdu.",Gotowe ostatecznie,PWPW
P1(36),4016,"Czy ten znak ostrzega Cię, że nie dalej niż za 100m rozpocznie się teren robót drogowych?",,,,T,166TRAM1org.jpg,PODSTAWOWY,1,PT,P1,"§ 3 ust. 2, § 7 ust. 5 i § 81 ust. 1 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz. U. Nr 170, poz.1393, z późn. zm.)",znajomość znaków drogowych,"nieznajomość znaków drogowych wpływa na niestosowanie się do nich, a to w konsekwencji może być przyczyną wypadku",Gotowe ostatecznie,PWPW
P2(17),4018,"Czy ograniczenie prędkości, określone przez ten znak, obowiązuje  wyłącznie do najbliższego skrzyżowania bądź przecięcia torów, o ile inne znaki nie nakażą inaczej?",,,,T,166TRAM1org.jpg,PODSTAWOWY,3,PT,P2,"§ 81 ust. 1-2 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz. U. Nr 170, poz.1393, z późn. zm.)","znaki zakazu, znaki strefowe",Niedostosowanie się do znaków zakazu może być powodem groźnych sytuacji lub wypadków.,Gotowe ostatecznie,PWPW
P1(21),4019,Czy ten znak informacyjny wskazuje początek odcinka wielotorowego?,,,,N,012TRAM3org.jpg,PODSTAWOWY,1,PT,P1,"§ 44 ust. 1 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz. U. Nr 170, poz.1393, z późn. zm.)"".",znajomość znaków drogowych,"Nieznajomość znaków drogowych wpływa na niestosowanie się do nich, a to w konsekwencji może być przyczyną wypadku.",Gotowe ostatecznie,PWPW
P5(17),4021,"Zamierzasz skręcić w prawo. Czy masz obowiązek ustąpić pierszeństwa pojazdom nadjeżdżającym z tego samego kierunku, kontynuującym jazdę na wprost?",,,,N,118TRAM3org.jpg,PODSTAWOWY,3,PT,P5,"Art. 25 ust. 2 ustawy z dnia 20 czerwca 1997 r. Prawo o ruchu drogowym (Dz. U. z 2012 r. poz. 1137, z późn. zm.) oraz § 43 ust. 1 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz. U. Nr 170, poz.1393, z późn. zm.)",znajomość znaków drogowych,Nieznajomość znaczenia znaków drogowych lub nieprawidłowe zachowanie się może być przyczyną nieporozumień między kierującymi i potencjalnie niebezpiecznych sytuacji.,Gotowe ostatecznie,PWPW
P2(19),4022,"Czy znak umieszczony na przewodzie trakcyjnym oznacza, że zbliżasz się do skrzyżowania z sygnalizacją zmienianą wzbudzeniowo?",,,,T,121TRAM3orgpo korekcie.jpg,PODSTAWOWY,3,PT,P2,Rozp. MI w spr. znaków i sygnałów Dz. U.2002.170.1393 § 79 ust 2,znajomość znaków drogowych,Nieznajomość znaczenia znaków drogowych lub nieprawidłowe zachowanie się może być przyczyną nieporozumień między kierującymi i potencjalnie niebezpiecznych sytuacji.,Gotowe ostatecznie,PWPW
P15(6),4023,"Czy przed ręcznym przełożeniem zwrotnicy motorniczy powinien ""zaparkować"" tramwaj?",,,,T,,PODSTAWOWY,1,PT,P15,ogólne zasady techniki kierowania tramwajem,zachowanie motorniczego przy wysiadaniu z tramwaju,zostawienie niezabezpieczonego tramwaju może spowodować dostanie się do kabiny motorniczego osób niepowołanych,Gotowe ostatecznie,PWPW
P15(7),4024,Czy w czasie postoju na pętli masz prawo opuścić tramwaj bez zabezpieczenia go?,,,,N,,PODSTAWOWY,1,PT,P15,Ustawa Art.46.5.,"znajomość wyposażenia tramwaju, znajomość zasad obowiązujących podczas postoju pojazdu","niezabezpieczenie pojazdu w czasie postoju, które może prowadzić do uruchomienia tramwaju przez osoby niepowołane, prowadzi do poważnych konsekwencji.",Gotowe ostatecznie,PWPW
P17(9),4025,"Czy motorniczy ma prawo prowadzić tramwaj w stanie po użyciu alkoholu (np. po wypiciu jednego piwa), jeśli czuje się dobrze?",,,,N,,PODSTAWOWY,3,PT,P17,"Art. 46 ust. 3 ustawy z dnia 26 października 1982 r. o wychowaniu w trzeźwości i przeciwdziałaniu alkoholizmowi (Dz. U. z 2012 r. poz. 1356, z późn. zm.), art. 87 ustawy z dnia 20 maja 1971 r. Kodeks wykroczeń (Dz. U. z 2013 r., z późn. zm.), art. 45 ust. 1 pkt 1 ustawy z dnia 20 czerwca 1997 r. Prawo o ruchu drogowym (Dz. U. z 2012 r. poz. 1137, z późn. zm.)",picie alkoholu,prowadzenie pojazdów mechanicznych po spożyciu alkoholu stanowi ogromne zagrożenie dla wszystkich uczestników ruchu drogowego,Gotowe ostatecznie,PWPW
P17(10),4026,"Czy motorniczy, uwzględniając wszystkie formy zatrudnienia, może odpoczywać krócej niż 11 godzin na dobę?",,,,N,,PODSTAWOWY,3,PT,P17,"Art. 14 ust. 1 ustawy z dnia 16 kwietnia 2004 r. o czasie pracy kierowców (Dz. U. z 2012 r. poz. 1155, z późn. zm.)",zmęczenie,Zmęczenie kierowcy może być przyczyną wypadku,Gotowe ostatecznie,PWPW
P17(11),4027,"Czy podczas kierowania tramwajem masz prawo rozmawiać przez telefon komórkowy, jeżeli nie trzymasz słuchawki i mikrofonu w ręku?",,,,T,,PODSTAWOWY,3,PT,P17,"Art. 45 ust. 2 pkt 1 ustawy z dnia 20 czerwca 1997 r. Prawo o ruchu drogowym (Dz. U. z 2012 r. poz. 1137, z późn. zm.)",używanie telefonu komórkowego w czasie prowadzenia tramwaju,rozmowa przez telefon komórkowy znacznie rozprasza uwagę kierującego pojazdem,Gotowe ostatecznie,PWPW
P8(20),4029,"Czy w tej sytuacji masz prawo wjechać za sygnalizator jeśli oceniasz, że nie będziesz mógł opuścić skrzyżowania przed zakończeniem nadawanego sygnału?",,,,N,152TRAM3.mp4,PODSTAWOWY,2,PT,P8,art 25 ust. 4 pkt 1) ustawy Prawo o ruchu drogowym,znajomość zasad w ruchu drogowym,Skrzyżowania dróg to najczęstsze miejsce kolizji i wypadków z udziałem tramwajów.,Gotowe ostatecznie,PWPW
P7(9),4030,Zamierzasz skręcić w lewo na tym skrzyżowaniu. Czy wolno Ci przejechać bez zachowania szczególnej ostrożności?,,,,N,POL_084org.jpg,PODSTAWOWY,3,PT,P7,Rozp. MI w spr. znaków i sygnałów Dz.U.2002.170.1393 § 108,Znajomość sygnałów dawanych przez kierującego.,Umiejętność zrozumienia sygnałów dawanych przez kierującego ruchem oraz adekwatne stosowanie się do nich jest bardzo istotne dla bezpieczeństwa ruchu.,Gotowe ostatecznie,PWPW
P9(10),4031,Czy w tej sytuacji masz obowiązek sygnalizować zmianę kierunku jazdy?,,,,T,156TRAM3org.mp4,PODSTAWOWY,1,PT,P9,art. 22 ust. 5 ustawy z 20 czerwca 1997 roku Prawo o ruchu drogowym (Dz. U. z 2012 r. poz. 1137 ze zm.),Sygnalizowanie zmiany kierunku ruchu.,Brak lub błędne sygnalizowanie chęci zmiany kierunku ruchu może doprowadzić do kolizji z innym pojazdem.,Gotowe ostatecznie,PWPW
P17(12),4032,"Czy motorniczemu wykonującemu przewozy pasażerskie, przysługuje prawo do co najmniej 35 godzin nieprzerwanego odpoczynku w tygodniu?",,,,T,,PODSTAWOWY,3,PT,P17,"Art. 14 ust. 2 ustawy z dnia 16 kwietnia 2004 r. o czasie pracy kierowców (Dz. U. z 2012 r. poz. 1155, z późn. zm.)",zmęczenie,Zmęczenie kierowcy może być przyczyną wypadku,Gotowe ostatecznie,PWPW
P1(27),4033,Czy w tej sytuacji powinieneś spodziewać się pojazdów mogących z lewej strony wjechać na torowisko?,,,,T,127TRAM3orgpo korekcie.jpg,PODSTAWOWY,1,PT,P1,"§ 86 ust. 4 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz. U. Nr 170, poz.1393, z późn. zm.)",poziome oznakowanie jezdni,"Znaki poziome stanowią ważny element bezpieczeństwa ruchu, uzupełniający znaki pionowe  i sygnalizację świetlną.",Gotowe ostatecznie,PWPW
P1(28),4034,"Czy w przedstawionej sytuacji, masz prawo dojechać do sygnalizatora przejeżdżając przez linię wyznaczoną przez prostokąty?",,,,N,132TRAM3org.jpg,PODSTAWOWY,1,PT,P1,"§ 89 ust. 3 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz. U. Nr 170, poz.1393, z późn. zm.)",poziome oznakowanie jezdni,"Znaki poziome stanowią ważny element bezpieczeństwa ruchu, uzupełniający znaki pionowe  i sygnalizację świetlną.",Gotowe ostatecznie,PWPW
P1(31),4035,"Czy w tej sytuacji, masz obowiązek zatrzymać tramwaj przed linią złożoną z trójkątów?",,,,N,126TRAM3org.mp4,PODSTAWOWY,1,PT,P1,"§ 89 ust. 2 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz. U. Nr 170, poz.1393, z późn. zm.)",poziome oznakowanie jezdni,"Znaki poziome stanowią ważny element bezpieczeństwa ruchu, uzupełniający znaki pionowe  i sygnalizację świetlną.",Gotowe ostatecznie,PWPW
P5(20),4036,"Czy masz obowiązek zatrzymać tramwaj na linii wyznaczonej przez trójkąty, jeśli drogą poprzeczną nadjeżdżałby kolejny pojazd?",,,,T,129TRAM3org.mp4,PODSTAWOWY,3,PT,P5,"§ 89 ust. 2 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz. U. Nr 170, poz.1393, z późn. zm.)",poziome oznakowanie jezdni,"Znaki poziome stanowią ważny element bezpieczeństwa ruchu, uzupełniający znaki pionowe  i sygnalizację świetlną.",Gotowe ostatecznie,PWPW
PD9(3),4038,Która z wymienionych przyczyn może powodować przerwy w dopływie prądu wysokiego napięcia bezpośrednio do wagonu?,Uszkodzenie baterii.,Uszkodzenie dzwonka zewnętrznego.,Wyszczerbiona wkładka grafitowa pantografu.,C,,SPECJALISTYCZNY,1,PT,PD9,budowa i działanie taboru tramwajowego - Witold Talar,znajomość mechaniki tramwaju,sprawność tramwaju przekłada się bezpośrednio na bezpieczeństwo osób przewożonych oraz innych uczestników ruchu,Gotowe ostatecznie,PWPW
PD9(4),4039,Jaki skutek może wywołać wyszczerbienie grafitowej wkładki pantografu?,Zwiększenie poboru prądu z sieci trakcyjnej.,"Nadmierne kołysanie się, a nawet zerwanie sieci trakcyjnej.",Zawsze niezakłócone działanie pantografu.,B,,SPECJALISTYCZNY,1,PT,PD9,budowa i działanie taboru tramwajowego - Witold Talar,znajomość mechaniki tramwaju,sprawność tramwaju przekłada się bezpośrednio na bezpieczeństwo osób przewożonych oraz innych uczestników ruchu,Gotowe ostatecznie,PWPW
PD9(5),4040,Kiedy używa się hamulca mechanicznego (nazywanego też postojowym)?,We wszystkich fazach hamowania.,Tylko w końcowej fazie hamowania i podczas postoju.,Tylko podczas postoju.,B,,SPECJALISTYCZNY,1,PT,PD9,budowa i działanie taboru tramwajowego - Witold Talar,znajomość mechaniki tramwaju,sprawność tramwaju przekłada się bezpośrednio na bezpieczeństwo osób przewożonych oraz innych uczestników ruchu,Gotowe ostatecznie,PWPW
PD9(6),4041,Który z wymienionych czynników powoduje działanie hamulca postojowego?,Cewka elektromagnetyczna.,Docisk sprężyny.,Układ dźwigni.,B,,SPECJALISTYCZNY,1,PT,PD9,ogólne zasady techniki kierowania tramwajem,budowa i eksploatacja tramwaju,znajomość układu hamulcowego zapobiegnie nieumiejętnej eksploatacji i wypadkom z tym związanym,Gotowe ostatecznie,PWPW
PD9(7),4042,Od czego zależy sprawność hamulców elektrodynamicznych?,Od sprawności silników trakcyjnych.,Od sprawności baterii tramwaju.,Hamulce elektordynamiczne są niezależne od systemów tramwaju.,A,,SPECJALISTYCZNY,1,PT,PD9,budowa i działanie taboru tramwajowego - Witold Talar,znajomość mechaniki tramwaju,sprawność tramwaju przekłada się bezpośrednio na bezpieczeństwo osób przewożonych oraz innych uczestników ruchu,Gotowe ostatecznie,PWPW
PD9(8),4043,Co należy zrobić aby zwolnić (zluzować) hamulce postojowe do holowania uszkodzonego tramwaju?,"Wyłączyć wagon, po jego wyłączeniu hamulce są automatycznie zluzowane.",Odpiąć mechanicznie lub elektrycznie luzowniki.,Ustawić nawrotnik w położenie neutralne.,B,,SPECJALISTYCZNY,1,PT,PD9,ogólne zasady eksploatacji tramwaju,ogólne zasady eksploatacji tramwaju,"aby odholować uszkodzony tramwaj należy zwolnić hamulec postojowy, który działa również po wyłączeniu wagonu",Gotowe ostatecznie,PWPW
P5(6),4044,Czy na tym skrzyżowaniu motorniczy ma obowiązek ustąpić pierwszeństwa pojazdom jadącym drogą poprzeczną?,,,,T,129TRAM3org.mp4,PODSTAWOWY,3,PT,P5,"§ 5 ust. 5 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz. U. Nr 170, poz.1393, z późn. zm.)",znajomość znaków drogowych,Niezastosowanie się do zasad regulujących pierwszeństwo przejazdu na skrzyżowaniu lub miejscu przecinania się kierunków ruchu może doprowadzić do wypadku.,Gotowe ostatecznie,PWPW
P5(7),4045,"Czy za widocznym znakiem masz obowiązek ustąpić pierwszeństwa przejazdu także pojazdom, które nadjeżdżałyby jezdnią z prawej strony?",,,,T,265TRAM2org.jpg,PODSTAWOWY,3,PT,P5,"§ 5 ust. 5 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz. U. Nr 170, poz.1393, z późn. zm.)",znajomość znaków drogowych,Niezastosowanie się do zasad regulujących pierwszeństwo przejazdu na skrzyżowaniu lub miejscu przecinania się kierunków ruchu może doprowadzić do wypadku.,Gotowe ostatecznie,PWPW
P5(8),4046,"Czy w tej sytuacji masz pierwszeństwo przejazdu przed pojazdami, które jadą obok Ciebie i zamierzają jechać dalej na wprost?",,,,T,208TRAM3org.mp4,PODSTAWOWY,3,PT,P5,"Art. 25 ust. 1-3 ustawy z dnia 20 czerwca 1997 r. Prawo o ruchu drogowym (Dz. U. z 2012 r. poz. 1137, z późn. zm.)","Znajomość znaków drogowych, znajomość hierarchi znaków i sygnałów drogowych.","Niezastosowanie się do zasad regulujących pierwszeństwo przejazdu na skrzyżowaniu lub miejscu przecinania się kierunków ruchu może doprowadzić do wypadku. W przypadku wielotonowego pojazdu jakim jest tramwaj, niesie to ze sobą poważne konsekwencje.",Gotowe ostatecznie,PWPW
